"The Blair-Caldwell African American Research Library is a branch of the Denver Public Library in Denver, Colorado, in the United States that serves the Five Points neighborhood. It is also a research library with collections focusing on the history of African Americans in Denver and the American West. The library was conceived by Denver's first African American mayor, Wellington Webb, and his wife Wilma Webb, who observed that the history of African-Americans in Denver and the American West was under-represented. The library was envisioned in 1999 and designated the Blair-Caldwell African American Research Library in honor of Omar Blair, the first black president of the Denver school board, and Elvin Caldwell, the first black city council member. Ground breaking occurred in early 2002. The 40,000 square foot library contains three floors: The first level is a full-service branch library of the Denver Public Library with an entry gallery and exhibition and coffee bar areas; conference, meeting, and study rooms; and a collection of more than 35,000 books, magazines, and audiovisual materials in English and Spanish. The second level houses collection archives and a research library including video and audio histories and listening and viewing areas; papers and doctoral theses on microfilm; a research area and study space; archival storage space; and a gallery for programs by musicians, artists, and scholars. The third level is a museum that houses exhibits about the history of African Americans in Denver and in the Western United States. The exhibits include the desk that Wellington Webb used during his term as Denver's mayor.",Agent,EducationalInstitution,Library
"The 525th Military Intelligence Brigade (Expeditionary) is a unit of the United States Army specializing in the acquisition and analysis of information with potential military value. On 28 October 2014, the unit was reflagged from the \""525th Battlefield Surveillance Brigade\"" to an expeditionary military intelligence brigade, the first of its kind.",Agent,Organisation,MilitaryUnit
"Kachess Lake is a lake and reservoir along the course of the Kachess River in Washington state, US. The upper part of the lake, north of a narrows, is called Little Kachess Lake. The Kachess River flows into the lake from the north, and out from the south. Kachess Lake is the middle of the three large lakes which straddle Interstate 90 north of the Yakima River in the Cascade Range. The other two are Cle Elum Lake, the easternmost which is also north of I-90 and Keechelus Lake, the westernmost, which is south of I-90. Kachess Lake is part of the Columbia River basin, the Kachess River being a tributary of the Yakima River, which is tributary to the Columbia River. The lake is used as a storage reservoir for the Yakima Project, an irrigation project run by the United States Bureau of Reclamation. Although a natural lake, Kachess Lake's capacity and discharge is controlled by Kachess Dam, a 115-foot (35 m) high earthfill structure built in 1912. As a storage reservoir, Kachess Lake's active capacity is 239,000 acre feet (295,000,000 m3). The name Kachess comes from an Indian term meaning \""more fish\"", in contrast to Keechelus Lake, whose name means \""few fish\"".",Place,BodyOfWater,Lake
"Tundama (15th century - Duitama, late December 1539) was a cacique of the Muisca Confederation, a loose confederation of different rulers of the Muisca who inhabited the central highlands (Altiplano Cundiboyacense) of the Colombian Andes. The city of Tundama, currently known as Duitama and part of the Tundama Province, Boyacá, were named after the cacique. Tundama ruled over the northernmost territories of the Muisca, submitted last by the Spanish conquistadores. Tundama was killed late December 1539 with a large hammer by Spanish conquistador Baltasar Maldonado. His successor, Don Juan was killed shortly after, ending the reign of the Muisca in the New Kingdom of Granada, the name for present-day Colombia and Venezuela in the Spanish Empire. Knowledge about Tundama has been compiled by scholar Lucas Fernández de Piedrahita.",Agent,Person,Monarch
"A spruce is a tree of the genus Picea /paɪˈsiːə/, a genus of about 35 species of coniferous evergreen trees in the Family Pinaceae, found in the northern temperate and boreal (taiga) regions of the earth. Spruces are large trees, from about 20–60 metres (about 60–200 feet) tall when mature, and can be distinguished by their whorled branches and conical form. The needles, or leaves, of spruce trees are attached singly to the branches in a spiral fashion, each needle on a small peg-like structure. The needles are shed when 4–10 years old, leaving the branches rough with the retained pegs (an easy means of distinguishing them from other similar genera, where the branches are fairly smooth). Spruces are used as food plants by the larvae of some Lepidoptera (moth and butterfly) species; see list of Lepidoptera that feed on spruces. They are also used by the larvae of gall adelgids (Adelges species). In the mountains of western Sweden scientists have found a Norway spruce tree, nicknamed Old Tjikko, which by reproducing through layering has reached an age of 9,550 years and is claimed to be the world's oldest known living tree.",Species,Plant,Conifer
"Taku Bridge as is a suspension bridge currently under construction near Lijiang, Yunnan, China. Once complete the bridge, at 512 m (1,680 ft), will be the highest in the world. The bridge will form part of the G4216 Chengdu–Lijiang Expressway carrying traffic over the Jinsha River. The bridge construction began in 2014 and it is expected to open in 2018. The main span of the bridge will be 1,190 m (3,900 ft) making it one of the longest ever built.",Place,RouteOfTransportation,Bridge
"Sugarloaf Reservoir is a reservoir at Christmas Hills north-east of Melbourne. It was completed in 1981. Its total capacity is 96 GL. As of April 21, 2016 the reservoir sits at 62.5% of capacity. Sugarloaf reached 100% capacity in 2006. It had dropped to nearly 10% by May 2009 but rose to approximately 80% late in the same year. In February 2010, the North South Pipeline from the Goulburn River was connected to the reservoir. It is operated by Melbourne Water.",Place,Infrastructure,Dam
"Derek Lamont Anderson (born July 18, 1974) is an American former professional basketball player. Anderson is a graduate of Doss High School and was a Kentucky All-Star. Anderson played college basketball at the Ohio State University and the University of Kentucky. In 1996, Anderson helped the University of Kentucky win the NCAA Men's Basketball Championship as part of a team that featured nine future NBA players under their coach Rick Pitino. Anderson went on to graduate from the University of Kentucky in 1997 with a degree in pharmacy. He was first selected by the Cleveland Cavaliers as the 13th overall pick to the 1997 NBA draft, despite missing much of his second senior season at Kentucky due to a torn anterior cruciate ligament (ACL). He played for Cleveland from 1997–1999. On Aug. 4, 1999 he was traded by the Cleveland Cavaliers along with Johnny Newman to the L.A. Clippers for Lamond Murray. Anderson was ranked 7th in the NBA in free throw percentage (.877) in 1999–2000. Anderson's NBA career was plagued by injuries. In the 2004–2005 season he only played in 8 of the final 42 games for the Portland Trail Blazers, and missed similar numbers of games in prior seasons. On August 3, 2005, he was the first player in the league waived using the so-called \""luxury tax amnesty clause\"" of the 2005 NBA collective bargaining agreement. He would sign with the Houston Rockets as a free agent before being traded to the Miami Heat in exchange for Gerald Fitch. The Heat would win the 2006 NBA Finals in six games after defeating the Dallas Mavericks to give Anderson his first championship. Anderson was waived by Heat on September 12, 2006, prior to the beginning of the 2006–07 season. Several weeks later, on November 28, he signed with the Charlotte Bobcats.",Agent,Athlete,BasketballPlayer
Osmoderma is a genus of beetle in family Scarabaeidae. It contains the following species: \n*  Osmoderma brevipenne \n*  Osmoderma caelestis \n*  Osmoderma coriarium \n*  Osmoderma cristinae \n*  Osmoderma dallieri \n*  Osmoderma davidis \n*  Osmoderma eremicola \n*  Osmoderma eremita – Hermit Beetle \n*  Osmoderma italicum \n*  Osmoderma lassallei \n*  Osmoderma opicum \n*  Osmoderma richteri \n*  Osmoderma scabra \n*  Osmoderma sikhotense \n*  Osmoderma subplanata,Species,Animal,Insect
"The discography of Lisa Lopes, an American hip-hop rapper and singer-songwriter, consists of one studio album, one cancelled album, one posthumous album, three singles and one solo music video.",Work,MusicalWork,ArtistDiscography
"The Shafat Glacier is a 14 kilometres (9 mi) long glacier in the north eastern Himalayan Range situated 85 kilometres (53 mi) south from Kargil and 294 kilometres (183 mi) east from Srinagar on the right side of Kargil Zanskar Road in the state of Jammu and Kashmir. The Shafat Glacier gives rise to the two mountain peaks of Nun and Kun which have the elevation of more than 6800 meters, and it provides a base to climb these mountain peaks. It lies at an average elevation of 4400 meters. The melt waters add to the flow of the Suru River which is a tributary of the Indus River. The Shafat Glacier is a broken, ice falling glacier melting at an alarming rate due to the Global warming,",Place,NaturalPlace,Glacier
"The 2010 Chicago Cardinals season was the third season for the Continental Indoor Football League (CIFL) franchise, but the team's first as the Chicago Cardinals after relocating from Milwaukee where they were known as the Milwaukee Bonecrushers. The Cardinals were able to finish the season with an 0-10 record, and failed to qualify for the playoffs.The Cardinals replaced the Slaughter in the CIFL, after the Slaughter left that league for the IFL due to a dispute with CIFL management. The Cardinals were formerly known as the Milwaukee Bonecrushers, also of the CIFL, and relocated to Villa Park in 2010. The Cardinals use their name with permission from the original National Football League team, now known as the Arizona Cardinals. The Cardinals only season was one of utter disappointment. After starting 0-2, they signed Kicker Julie Harshbarger, the 2nd female Kicker in the CIFL history. (The other being Katie Hnida of the Fort Wayne FireHawks) After a successful soccer career at Benedictine University and Rockford College, where she was named to several all-conference teams. Well Harshbarger was not the first woman to score a point in an indoor football game, but she was the first woman ever to score a field goal in an indoor football game. After a 20-58 loss on May 22, and seeing their record drop to 0-8, the Cardinals let several of their best players, including the All-Purpose Player of the Year (Brandon Wogoman), leave the team for the nearby, and contending, Wisconsin Wolfpack.",SportsSeason,FootballLeagueSeason,NationalFootballLeagueSeason
"John \""Jack\"" Hirst (c. 1936 – 19 October 2012 in Wakefield) was a professional rugby league footballer of the 1950s and '60s playing at representative level for Yorkshire, and at club level for Hunslet, Castleford, Wakefield Trinity (Heritage #759), Bradford Northern, Bramley, and Oulton Miners Welfare (now named Oulton Raiders) as a Prop, i.e. number 8 or 10, during the era of contested scrums.",Agent,Athlete,RugbyPlayer
"\""MoneyGrabber\"" is a song by American band Fitz and The Tantrums from their debut 2010 studio album, Pickin' Up the Pieces. The song was released as an official single by Dangerbird Records on August 15, 2011. The song was used in the 2013 commercial for New Amsterdam Vodka.",Work,MusicalWork,Single
"Wirral Christian Centre is a church on Woodchurch Road, Birkenhead, Wirral, Merseyside, England. It is an active Elim Pentecostal Church. The church building, originally Oxton Road Congregational Church, is recorded in the National Heritage List for England as a designated Grade II listed building.",Place,Building,HistoricBuilding
"Antonio Rodríguez Medero (1712 - April 10, 1760) was the mayor of San Antonio, Texas in 1741. He was one of the first settlers of San Antonio and, in addition, the one who laid the foundation for the creation of the first \""heritage of water\"" (privates water galleries that pass from generation to generation and that was developed in the Canary Islands) in United States, as well as the architect of the construction of several canals to irrigate the lands of the Canarian settlers in San Antonio. These heritage of water would serve as a model for all those that were created later in San Antonio.",Agent,Politician,Mayor
"The Ikeja City Mall is a mall located at Alausa in Ikeja, Lagos State. It is the first of its kind on the Mainland of Metropolitan Lagos. There is a silverbird cinema in the mall.",Place,Building,ShoppingMall
"Ayano Matsumoto (松本 彩乃 Matsumoto Ayano, born February 4, 1988 in Aomori Prefecture), known by her stage name Ayano Niina (新名 彩乃 Niina Ayano), is a Japanese voice actress affiliated with I'm Enterprise.",Agent,Actor,VoiceActor
"Roberto Baronio (born 11 December 1977 in Manerbio) is a retired Italian football midfielder who currently works as a manager. He played in the position of deep-lying playmaker, where excelled due to his technical ability, vision, passing, and physical attributes, despite his lack of pace; he also possessed an accurate shot from distance and he was an accurate set-piece taker. Despite his talent, he failed to live up to his potential later in his career.",Agent,SportsManager,SoccerManager
"Harvard is a town in Worcester County, Massachusetts. The town is located 25 miles west-northwest of Boston, in eastern Massachusetts. A farming community settled in 1658 and incorporated in 1732, it has been home to several non-traditional communities, such as Harvard Shaker Village and the utopian Transcendentalist center Fruitlands. Today it is an affluent residential town noted for its excellent public schools, with its students consistently ranking in the state's top ten test results in English and math. The population was 6,520 at the 2010 census.",Place,Settlement,Town
